item_id,order_id,item_name,quantity,price
24407,12263,Pizza,2,340
24408,12263,Burger,3,182
24409,12263,Tandoori Chicken,3,446
24410,12264,Veg Biryani,1,418
24411,12265,Tandoori Chicken,3,195
24412,12265,Idli Sambar,2,153
24413,12266,Burger,3,483
24414,12266,Fried Rice,3,360
24415,12266,Dal Makhani,3,178
24416,12267,Chicken Biryani,2,289
24417,12268,Burger,3,424
24418,12268,Masala Dosa,1,224
24419,12269,Burger,1,282
24420,12269,Paneer Butter Masala,2,334
24421,12270,Paneer Butter Masala,2,486
24422,12271,Idli Sambar,1,413
24423,12271,Dal Makhani,2,371
24424,12272,Idli Sambar,2,352
24425,12272,Hakka Noodles,3,135
24426,12273,Chicken Biryani,2,225
24427,12273,Idli Sambar,2,152
24428,12274,Burger,1,150
24429,12274,Butter Naan,2,277
24430,12275,Butter Naan,1,235
24431,12275,Butter Naan,3,151
24432,12276,Hakka Noodles,3,397
24433,12276,Idli Sambar,2,236
24434,12277,Masala Dosa,2,123
24435,12277,Tandoori Chicken,1,359
24436,12277,Dal Makhani,3,331
24437,12278,Burger,2,240
24438,12278,Chicken Biryani,1,242
24439,12278,Idli Sambar,1,331
24440,12279,Idli Sambar,3,135
24441,12279,Burger,3,395
24442,12280,Butter Naan,2,343
24443,12280,Hakka Noodles,2,189
24444,12280,Dal Makhani,1,211
24445,12281,Veg Biryani,3,402
24446,12281,Butter Naan,3,186
24447,12281,Masala Dosa,1,282
24448,12282,Masala Dosa,3,131
24449,12282,Pizza,3,282
24450,12283,Tandoori Chicken,1,344
24451,12283,Chicken Biryani,3,469
24452,12284,Chicken Biryani,1,246
24453,12284,Tandoori Chicken,1,480
24454,12285,Idli Sambar,2,246
24455,12285,Hakka Noodles,3,294
24456,12286,Dal Makhani,1,306
24457,12286,Masala Dosa,1,486
24458,12286,Burger,1,300
24459,12287,Pizza,2,204
24460,12288,Tandoori Chicken,2,210
24461,12288,Hakka Noodles,1,485
24462,12288,Veg Biryani,3,498
24463,12289,Masala Dosa,1,286
24464,12290,Tandoori Chicken,3,385
24465,12291,Pizza,3,438
24466,12292,Pizza,1,421
24467,12292,Burger,1,164
24468,12293,Paneer Butter Masala,1,365
24469,12293,Veg Biryani,1,472
24470,12294,Fried Rice,1,464
24471,12294,Hakka Noodles,2,233
24472,12294,Paneer Butter Masala,1,128
24473,12295,Burger,3,206
24474,12296,Masala Dosa,3,462
24475,12296,Tandoori Chicken,1,497
24476,12296,Burger,3,397
24477,12297,Veg Biryani,3,447
24478,12297,Chicken Biryani,3,286
24479,12297,Hakka Noodles,2,154
24480,12298,Masala Dosa,3,214
24481,12298,Fried Rice,3,480
24482,12299,Veg Biryani,2,496
24483,12299,Butter Naan,1,378
24484,12300,Dal Makhani,2,279
24485,12301,Fried Rice,1,287
24486,12302,Hakka Noodles,1,155
24487,12302,Dal Makhani,3,304
24488,12302,Dal Makhani,1,294
24489,12303,Pizza,1,208
24490,12304,Tandoori Chicken,3,250
24491,12304,Paneer Butter Masala,3,163
24492,12304,Masala Dosa,1,440
24493,12305,Chicken Biryani,1,350
24494,12305,Masala Dosa,2,327
24495,12306,Burger,2,141
24496,12306,Paneer Butter Masala,2,306
24497,12307,Fried Rice,1,318
24498,12307,Tandoori Chicken,2,255
24499,12308,Tandoori Chicken,2,398
24500,12308,Hakka Noodles,3,347
24501,12309,Butter Naan,2,396
24502,12310,Dal Makhani,3,182
24503,12310,Fried Rice,1,240
24504,12310,Butter Naan,3,349
24505,12311,Pizza,1,397
24506,12311,Dal Makhani,2,317
24507,12311,Pizza,3,239
24508,12312,Pizza,3,305
24509,12313,Paneer Butter Masala,1,275
24510,12313,Fried Rice,1,178
24511,12314,Hakka Noodles,3,283
24512,12314,Butter Naan,2,276
24513,12315,Dal Makhani,1,174
24514,12315,Masala Dosa,3,256
24515,12316,Chicken Biryani,3,341
24516,12316,Burger,1,421
24517,12316,Fried Rice,3,211
24518,12317,Tandoori Chicken,3,467
24519,12317,Pizza,1,159
24520,12317,Fried Rice,1,329
24521,12318,Fried Rice,1,487
24522,12318,Pizza,1,243
24523,12318,Chicken Biryani,3,215
24524,12319,Butter Naan,2,449
24525,12320,Chicken Biryani,2,286
24526,12321,Butter Naan,1,481
24527,12321,Idli Sambar,1,145
24528,12321,Chicken Biryani,3,132
24529,12322,Idli Sambar,1,188
24530,12322,Burger,3,372
24531,12323,Pizza,2,357
24532,12323,Tandoori Chicken,3,328
24533,12324,Fried Rice,3,191
24534,12324,Burger,1,478
24535,12324,Paneer Butter Masala,3,476
24536,12325,Burger,1,492
24537,12325,Paneer Butter Masala,3,149
24538,12326,Idli Sambar,3,240
24539,12326,Fried Rice,2,322
24540,12326,Tandoori Chicken,2,289
24541,12327,Idli Sambar,1,439
24542,12327,Fried Rice,3,139
24543,12327,Fried Rice,1,367
24544,12328,Veg Biryani,3,341
24545,12329,Idli Sambar,1,351
24546,12329,Hakka Noodles,2,446
24547,12330,Burger,2,489
24548,12331,Fried Rice,1,405
24549,12331,Hakka Noodles,3,138
24550,12331,Idli Sambar,3,217
24551,12332,Dal Makhani,3,204
24552,12332,Burger,2,321
24553,12332,Chicken Biryani,3,492
24554,12333,Veg Biryani,1,133
24555,12333,Masala Dosa,1,260
24556,12333,Tandoori Chicken,3,128
24557,12334,Masala Dosa,3,463
24558,12334,Hakka Noodles,2,467
24559,12334,Butter Naan,2,260
24560,12335,Butter Naan,1,480
24561,12335,Fried Rice,3,370
24562,12336,Butter Naan,1,345
24563,12336,Paneer Butter Masala,3,382
24564,12336,Chicken Biryani,2,302
24565,12337,Chicken Biryani,1,478
24566,12338,Pizza,1,481
24567,12338,Fried Rice,1,321
24568,12339,Masala Dosa,1,353
24569,12339,Dal Makhani,3,426
24570,12340,Dal Makhani,3,438
24571,12340,Butter Naan,2,165
24572,12340,Burger,2,273
24573,12341,Tandoori Chicken,1,301
24574,12341,Veg Biryani,3,240
24575,12342,Pizza,2,135
24576,12342,Butter Naan,3,277
24577,12343,Butter Naan,3,366
24578,12343,Hakka Noodles,3,132
24579,12344,Hakka Noodles,2,418
24580,12344,Hakka Noodles,3,273
24581,12344,Veg Biryani,2,142
24582,12345,Tandoori Chicken,3,227
24583,12345,Dal Makhani,2,438
24584,12345,Tandoori Chicken,1,306
24585,12346,Fried Rice,3,205
24586,12347,Hakka Noodles,1,133
24587,12347,Veg Biryani,3,382
24588,12347,Dal Makhani,1,436
24589,12348,Chicken Biryani,1,265
24590,12348,Veg Biryani,3,203
24591,12348,Butter Naan,3,210
24592,12349,Tandoori Chicken,2,434
24593,12350,Butter Naan,1,320
24594,12351,Dal Makhani,3,134
24595,12352,Pizza,1,389
24596,12352,Masala Dosa,3,386
24597,12352,Tandoori Chicken,2,391
24598,12353,Masala Dosa,3,402
24599,12353,Dal Makhani,1,298
24600,12353,Burger,3,168
24601,12354,Masala Dosa,2,444
24602,12355,Paneer Butter Masala,2,407
24603,12355,Chicken Biryani,3,279
24604,12355,Dal Makhani,1,373
24605,12356,Pizza,2,331
24606,12356,Dal Makhani,1,290
24607,12357,Burger,1,162
24608,12357,Pizza,1,343
24609,12358,Fried Rice,3,136
24610,12358,Butter Naan,1,144
24611,12359,Butter Naan,2,390
24612,12359,Butter Naan,1,460
24613,12360,Idli Sambar,2,168
24614,12360,Tandoori Chicken,2,272
24615,12361,Hakka Noodles,1,282
24616,12361,Hakka Noodles,3,325
24617,12361,Paneer Butter Masala,2,367
24618,12362,Idli Sambar,1,197
24619,12362,Veg Biryani,2,422
24620,12362,Tandoori Chicken,3,151
24621,12363,Pizza,2,434
24622,12364,Fried Rice,1,289
24623,12365,Masala Dosa,1,323
24624,12366,Pizza,3,134
24625,12367,Burger,3,483
24626,12367,Hakka Noodles,3,316
24627,12368,Fried Rice,3,497
24628,12369,Idli Sambar,1,449
24629,12369,Veg Biryani,3,208
24630,12369,Tandoori Chicken,3,387
24631,12370,Pizza,1,151
24632,12371,Masala Dosa,2,451
24633,12371,Hakka Noodles,2,282
24634,12372,Burger,3,443
24635,12373,Pizza,3,353
24636,12373,Dal Makhani,3,177
24637,12373,Fried Rice,1,183
24638,12374,Dal Makhani,1,368
24639,12374,Idli Sambar,3,282
24640,12375,Masala Dosa,1,261
24641,12375,Masala Dosa,1,288
24642,12376,Pizza,3,146
24643,12376,Burger,3,248
24644,12376,Masala Dosa,3,167
24645,12377,Veg Biryani,1,440
24646,12378,Dal Makhani,3,121
24647,12378,Chicken Biryani,3,303
24648,12378,Burger,1,481
24649,12379,Idli Sambar,2,338
24650,12379,Tandoori Chicken,3,123
24651,12380,Veg Biryani,3,364
24652,12380,Paneer Butter Masala,2,127
24653,12381,Burger,2,383
24654,12381,Hakka Noodles,2,227
24655,12382,Chicken Biryani,2,263
24656,12383,Tandoori Chicken,2,126
24657,12383,Idli Sambar,1,182
24658,12384,Veg Biryani,2,328
24659,12384,Chicken Biryani,3,232
24660,12385,Idli Sambar,3,360
24661,12385,Burger,3,185
24662,12385,Idli Sambar,3,158
24663,12386,Hakka Noodles,1,424
24664,12386,Hakka Noodles,2,256
24665,12387,Fried Rice,1,305
24666,12388,Dal Makhani,1,372
24667,12388,Pizza,2,385
24668,12388,Butter Naan,1,237
24669,12389,Tandoori Chicken,2,398
24670,12390,Pizza,1,276
24671,12390,Masala Dosa,2,171
24672,12390,Pizza,1,265
24673,12391,Hakka Noodles,2,158
24674,12392,Fried Rice,1,394
24675,12392,Chicken Biryani,1,415
24676,12392,Butter Naan,3,386
24677,12393,Hakka Noodles,2,208
24678,12393,Hakka Noodles,2,390
24679,12394,Butter Naan,2,329
24680,12394,Paneer Butter Masala,3,138
24681,12394,Burger,1,359
24682,12395,Pizza,3,394
24683,12395,Burger,3,205
24684,12396,Dal Makhani,1,480
24685,12397,Chicken Biryani,1,366
24686,12398,Fried Rice,2,232
24687,12398,Burger,1,485
24688,12398,Veg Biryani,1,419
24689,12399,Burger,3,315
24690,12399,Butter Naan,2,161
24691,12399,Veg Biryani,2,256
24692,12400,Tandoori Chicken,1,346
24693,12400,Fried Rice,2,155
24694,12401,Dal Makhani,3,440
24695,12401,Dal Makhani,2,134
24696,12402,Dal Makhani,2,498
24697,12403,Burger,1,156
24698,12403,Burger,1,144
24699,12403,Fried Rice,1,141
24700,12404,Fried Rice,3,385
24701,12405,Paneer Butter Masala,1,301
24702,12405,Paneer Butter Masala,1,200
24703,12406,Veg Biryani,2,140
24704,12406,Masala Dosa,2,139
24705,12406,Butter Naan,3,488
24706,12407,Hakka Noodles,3,284
24707,12407,Idli Sambar,2,333
24708,12408,Idli Sambar,2,423
24709,12408,Veg Biryani,3,394
24710,12408,Tandoori Chicken,2,487
24711,12409,Butter Naan,2,417
24712,12409,Dal Makhani,1,194
24713,12409,Masala Dosa,1,334
24714,12410,Paneer Butter Masala,3,266
24715,12410,Pizza,3,131
24716,12411,Paneer Butter Masala,1,469
24717,12412,Fried Rice,1,293
24718,12412,Burger,1,395
24719,12413,Dal Makhani,1,268
24720,12414,Hakka Noodles,1,125
24721,12415,Veg Biryani,1,294
24722,12415,Veg Biryani,2,373
24723,12416,Dal Makhani,3,487
24724,12416,Dal Makhani,3,379
24725,12417,Paneer Butter Masala,1,240
24726,12417,Paneer Butter Masala,3,275
24727,12417,Veg Biryani,3,408
24728,12418,Chicken Biryani,3,311
24729,12418,Chicken Biryani,1,252
24730,12418,Idli Sambar,2,460
24731,12419,Chicken Biryani,1,261
24732,12419,Dal Makhani,3,356
24733,12419,Pizza,1,341
24734,12420,Paneer Butter Masala,2,476
24735,12420,Masala Dosa,1,496
24736,12421,Tandoori Chicken,2,253
24737,12421,Dal Makhani,1,325
24738,12422,Paneer Butter Masala,2,170
24739,12422,Chicken Biryani,2,408
24740,12422,Hakka Noodles,1,497
24741,12423,Idli Sambar,3,169
24742,12423,Butter Naan,1,262
24743,12424,Paneer Butter Masala,3,174
24744,12425,Chicken Biryani,2,281
24745,12426,Dal Makhani,1,449
24746,12426,Dal Makhani,3,132
24747,12427,Idli Sambar,3,321
24748,12427,Paneer Butter Masala,3,329
24749,12428,Tandoori Chicken,3,135
24750,12428,Burger,1,276
24751,12428,Paneer Butter Masala,2,386
24752,12429,Butter Naan,2,314
24753,12429,Butter Naan,3,318
24754,12429,Idli Sambar,2,255
24755,12430,Dal Makhani,2,323
24756,12430,Burger,3,261
24757,12430,Burger,2,144
24758,12431,Veg Biryani,1,275
24759,12432,Tandoori Chicken,3,346
24760,12432,Tandoori Chicken,3,161
24761,12432,Dal Makhani,3,155
24762,12433,Idli Sambar,3,479
24763,12434,Masala Dosa,2,480
24764,12435,Dal Makhani,3,483
24765,12436,Butter Naan,2,422
24766,12436,Dal Makhani,3,401
24767,12436,Tandoori Chicken,3,175
24768,12437,Tandoori Chicken,3,456
24769,12438,Veg Biryani,1,248
24770,12438,Dal Makhani,2,425
24771,12439,Dal Makhani,2,145
24772,12439,Masala Dosa,2,171
24773,12439,Dal Makhani,1,323
24774,12440,Chicken Biryani,3,491
24775,12440,Butter Naan,3,464
24776,12440,Pizza,2,220
24777,12441,Paneer Butter Masala,1,206
24778,12441,Idli Sambar,2,277
24779,12442,Burger,3,492
24780,12442,Pizza,1,233
24781,12442,Burger,3,405
24782,12443,Dal Makhani,2,393
24783,12443,Burger,3,327
24784,12444,Hakka Noodles,1,359
24785,12444,Chicken Biryani,2,172
24786,12444,Pizza,1,432
24787,12445,Tandoori Chicken,3,451
24788,12446,Paneer Butter Masala,1,277
24789,12446,Idli Sambar,3,420
24790,12447,Hakka Noodles,1,181
24791,12447,Burger,1,369
24792,12447,Masala Dosa,2,314
24793,12448,Dal Makhani,3,451
24794,12448,Butter Naan,1,156
24795,12448,Burger,2,478
24796,12449,Tandoori Chicken,3,476
24797,12449,Masala Dosa,1,120
24798,12450,Chicken Biryani,3,260
24799,12451,Tandoori Chicken,2,165
24800,12451,Paneer Butter Masala,1,252
24801,12451,Butter Naan,1,242
24802,12452,Paneer Butter Masala,2,373
24803,12453,Tandoori Chicken,1,322
24804,12453,Burger,3,428
24805,12454,Fried Rice,3,142
24806,12454,Burger,3,148
24807,12454,Burger,2,482
24808,12455,Dal Makhani,2,298
24809,12455,Butter Naan,2,400
24810,12455,Veg Biryani,1,120
24811,12456,Paneer Butter Masala,1,150
24812,12456,Idli Sambar,2,133
24813,12457,Veg Biryani,3,367
24814,12457,Butter Naan,1,429
24815,12457,Dal Makhani,3,282
24816,12458,Dal Makhani,2,491
24817,12458,Fried Rice,1,177
24818,12458,Masala Dosa,2,308
24819,12459,Veg Biryani,1,446
24820,12460,Butter Naan,2,499
24821,12461,Hakka Noodles,2,462
24822,12461,Chicken Biryani,2,293
24823,12462,Hakka Noodles,3,121
24824,12463,Burger,3,141
24825,12463,Masala Dosa,3,302
24826,12464,Pizza,2,416
24827,12464,Tandoori Chicken,1,212
24828,12464,Chicken Biryani,1,429
24829,12465,Pizza,1,444
24830,12465,Idli Sambar,2,248
24831,12466,Burger,1,387
24832,12466,Dal Makhani,2,174
24833,12467,Masala Dosa,2,234
24834,12467,Chicken Biryani,2,173
24835,12467,Butter Naan,2,301
24836,12468,Masala Dosa,2,418
24837,12468,Paneer Butter Masala,3,440
24838,12469,Hakka Noodles,3,208
24839,12469,Dal Makhani,1,482
24840,12470,Burger,3,400
24841,12471,Veg Biryani,1,377
24842,12472,Idli Sambar,3,197
24843,12472,Fried Rice,2,392
24844,12472,Masala Dosa,2,462
24845,12473,Butter Naan,1,231
24846,12473,Veg Biryani,3,172
24847,12473,Chicken Biryani,1,436
24848,12474,Idli Sambar,2,405
24849,12474,Dal Makhani,3,214
24850,12474,Veg Biryani,2,386
24851,12475,Burger,3,207
24852,12475,Tandoori Chicken,3,495
24853,12475,Butter Naan,3,428
24854,12476,Chicken Biryani,3,184
24855,12476,Veg Biryani,3,218
24856,12476,Butter Naan,2,330
24857,12477,Hakka Noodles,3,441
24858,12478,Paneer Butter Masala,1,471
24859,12479,Idli Sambar,1,288
24860,12480,Pizza,2,471
24861,12480,Burger,3,335
24862,12480,Burger,3,373
24863,12481,Chicken Biryani,3,309
24864,12482,Paneer Butter Masala,1,369
24865,12482,Masala Dosa,2,182
24866,12483,Fried Rice,1,210
24867,12483,Veg Biryani,2,323
24868,12483,Masala Dosa,1,124
24869,12484,Burger,1,440
24870,12485,Tandoori Chicken,1,200
24871,12486,Hakka Noodles,1,355
24872,12486,Chicken Biryani,2,453
24873,12487,Hakka Noodles,3,383
24874,12487,Tandoori Chicken,1,295
24875,12488,Idli Sambar,3,232
24876,12488,Idli Sambar,2,197
24877,12488,Veg Biryani,1,337
24878,12489,Dal Makhani,3,181
24879,12490,Masala Dosa,1,374
24880,12491,Burger,3,414
24881,12491,Tandoori Chicken,2,428
24882,12492,Idli Sambar,1,409
24883,12492,Tandoori Chicken,3,386
24884,12492,Masala Dosa,2,333
24885,12493,Masala Dosa,2,433
24886,12494,Idli Sambar,2,269
24887,12494,Tandoori Chicken,2,158
24888,12495,Butter Naan,3,230
24889,12495,Chicken Biryani,1,132
24890,12496,Fried Rice,1,261
24891,12496,Butter Naan,1,259
24892,12497,Butter Naan,2,380
24893,12498,Burger,3,392
24894,12499,Fried Rice,3,407
24895,12500,Butter Naan,3,169
24896,12500,Dal Makhani,3,380
24897,12500,Burger,3,491
24898,12501,Chicken Biryani,3,345
24899,12501,Chicken Biryani,2,290
24900,12501,Hakka Noodles,2,197
24901,12502,Pizza,3,169
24902,12503,Masala Dosa,1,441
24903,12503,Burger,2,228
24904,12504,Pizza,1,190
24905,12504,Butter Naan,3,476
24906,12504,Veg Biryani,3,227
24907,12505,Butter Naan,1,382
24908,12505,Chicken Biryani,3,263
24909,12506,Chicken Biryani,1,425
24910,12506,Dal Makhani,2,132
24911,12507,Pizza,3,328
24912,12507,Tandoori Chicken,1,281
24913,12508,Butter Naan,1,479
24914,12508,Tandoori Chicken,2,140
24915,12509,Pizza,1,436
24916,12509,Idli Sambar,3,237
24917,12510,Dal Makhani,3,168
24918,12510,Tandoori Chicken,3,488
24919,12511,Fried Rice,3,269
24920,12511,Idli Sambar,3,129
24921,12512,Paneer Butter Masala,2,311
24922,12513,Chicken Biryani,2,186
24923,12514,Hakka Noodles,1,254
24924,12514,Paneer Butter Masala,2,279
24925,12515,Pizza,2,277
24926,12515,Veg Biryani,1,322
24927,12516,Hakka Noodles,1,246
24928,12516,Veg Biryani,3,442
24929,12516,Idli Sambar,2,142
24930,12517,Fried Rice,3,278
24931,12518,Masala Dosa,3,350
24932,12518,Burger,3,123
24933,12519,Veg Biryani,1,320
24934,12519,Burger,3,157
24935,12520,Veg Biryani,2,268
24936,12520,Hakka Noodles,2,436
24937,12520,Veg Biryani,2,490
24938,12521,Veg Biryani,2,387
24939,12521,Idli Sambar,2,348
24940,12522,Dal Makhani,2,394
24941,12522,Paneer Butter Masala,3,301
24942,12523,Hakka Noodles,1,207
24943,12523,Hakka Noodles,1,460
24944,12523,Butter Naan,2,151
24945,12524,Fried Rice,3,232
24946,12525,Fried Rice,1,126
24947,12526,Masala Dosa,3,356
24948,12526,Paneer Butter Masala,1,427
24949,12527,Masala Dosa,3,331
24950,12527,Burger,2,444
24951,12527,Idli Sambar,3,413
24952,12528,Tandoori Chicken,2,358
24953,12528,Hakka Noodles,2,401
24954,12528,Hakka Noodles,1,428
24955,12529,Idli Sambar,2,334
24956,12529,Pizza,1,134
24957,12530,Veg Biryani,3,365
24958,12530,Pizza,3,201
24959,12531,Pizza,2,465
24960,12532,Chicken Biryani,2,477
24961,12533,Burger,3,343
24962,12534,Chicken Biryani,1,443
24963,12535,Idli Sambar,2,167
24964,12536,Paneer Butter Masala,3,170
24965,12536,Tandoori Chicken,2,280
24966,12537,Paneer Butter Masala,3,240
24967,12538,Chicken Biryani,3,474
24968,12538,Veg Biryani,3,400
24969,12538,Paneer Butter Masala,3,183
24970,12539,Idli Sambar,2,159
24971,12540,Burger,2,355
24972,12540,Pizza,3,380
24973,12540,Masala Dosa,3,262
24974,12541,Butter Naan,1,412
24975,12541,Pizza,1,148
24976,12541,Veg Biryani,3,205
24977,12542,Veg Biryani,2,200
24978,12543,Paneer Butter Masala,2,180
24979,12543,Veg Biryani,3,397
24980,12544,Chicken Biryani,3,352
24981,12544,Pizza,2,171
24982,12545,Tandoori Chicken,1,388
24983,12545,Fried Rice,1,436
24984,12545,Pizza,2,129
24985,12546,Butter Naan,2,484
24986,12547,Fried Rice,1,266
24987,12547,Idli Sambar,1,343
24988,12548,Paneer Butter Masala,1,293
24989,12548,Fried Rice,2,206
24990,12549,Butter Naan,3,179
24991,12549,Veg Biryani,3,240
24992,12550,Fried Rice,3,481
24993,12550,Chicken Biryani,1,125
24994,12550,Veg Biryani,1,264
24995,12551,Masala Dosa,2,367
24996,12551,Tandoori Chicken,1,181
24997,12552,Dal Makhani,1,139
24998,12553,Butter Naan,3,329
24999,12554,Fried Rice,3,349
25000,12554,Dal Makhani,2,127
25001,12554,Hakka Noodles,2,490
25002,12555,Pizza,3,200
25003,12556,Tandoori Chicken,3,335
25004,12557,Tandoori Chicken,2,233
25005,12558,Tandoori Chicken,3,177
25006,12559,Pizza,1,384
25007,12559,Veg Biryani,1,469
25008,12560,Butter Naan,3,246
25009,12560,Hakka Noodles,2,132
25010,12560,Hakka Noodles,3,407
25011,12561,Butter Naan,2,196
25012,12562,Chicken Biryani,2,267
25013,12562,Idli Sambar,1,361
25014,12562,Burger,1,222
25015,12563,Pizza,1,495
25016,12564,Tandoori Chicken,1,388
25017,12564,Hakka Noodles,1,403
25018,12564,Masala Dosa,3,310
25019,12565,Fried Rice,3,290
25020,12565,Butter Naan,2,189
25021,12565,Masala Dosa,2,242
25022,12566,Dal Makhani,1,130
25023,12567,Veg Biryani,3,244
25024,12567,Tandoori Chicken,2,345
25025,12567,Idli Sambar,2,123
25026,12568,Tandoori Chicken,1,469
25027,12568,Paneer Butter Masala,1,164
25028,12568,Dal Makhani,1,443
25029,12569,Pizza,2,246
25030,12570,Idli Sambar,3,318
25031,12570,Pizza,2,430
25032,12570,Paneer Butter Masala,2,127
25033,12571,Tandoori Chicken,2,426
25034,12571,Dal Makhani,1,373
25035,12572,Idli Sambar,1,334
25036,12573,Dal Makhani,1,166
25037,12573,Masala Dosa,2,298
25038,12573,Hakka Noodles,2,393
25039,12574,Veg Biryani,3,483
25040,12574,Dal Makhani,2,218
25041,12574,Masala Dosa,2,402
25042,12575,Tandoori Chicken,2,378
25043,12575,Veg Biryani,1,172
25044,12576,Butter Naan,3,328
25045,12576,Masala Dosa,1,303
25046,12577,Burger,2,460
25047,12578,Chicken Biryani,1,340
25048,12578,Tandoori Chicken,1,327
25049,12578,Hakka Noodles,1,143
25050,12579,Pizza,1,177
25051,12580,Masala Dosa,1,268
25052,12580,Fried Rice,3,250
25053,12580,Paneer Butter Masala,1,427
25054,12581,Veg Biryani,3,307
25055,12581,Fried Rice,2,134
25056,12581,Pizza,1,367
25057,12582,Veg Biryani,1,168
25058,12582,Masala Dosa,3,155
25059,12582,Pizza,1,137
25060,12583,Veg Biryani,1,478
25061,12584,Fried Rice,2,182
25062,12584,Tandoori Chicken,2,353
25063,12584,Veg Biryani,1,255
25064,12585,Dal Makhani,1,303
25065,12586,Butter Naan,2,373
25066,12587,Veg Biryani,2,324
25067,12587,Hakka Noodles,3,245
25068,12587,Pizza,1,216
25069,12588,Dal Makhani,3,205
25070,12588,Paneer Butter Masala,3,433
25071,12589,Chicken Biryani,2,317
25072,12589,Masala Dosa,1,271
25073,12589,Paneer Butter Masala,3,463
25074,12590,Tandoori Chicken,1,436
25075,12591,Masala Dosa,1,196
25076,12591,Hakka Noodles,2,137
25077,12591,Burger,3,451
25078,12592,Tandoori Chicken,1,486
25079,12593,Tandoori Chicken,1,237
25080,12594,Chicken Biryani,1,255
25081,12594,Idli Sambar,1,447
25082,12594,Tandoori Chicken,3,464
25083,12595,Pizza,3,136
25084,12595,Veg Biryani,3,484
25085,12595,Fried Rice,2,471
25086,12596,Veg Biryani,1,160
25087,12596,Idli Sambar,3,465
25088,12596,Masala Dosa,3,333
25089,12597,Pizza,3,431
25090,12598,Burger,1,384
25091,12598,Tandoori Chicken,1,447
25092,12598,Fried Rice,1,129
25093,12599,Veg Biryani,1,120
25094,12600,Chicken Biryani,3,199
25095,12601,Pizza,2,127
25096,12601,Chicken Biryani,3,442
25097,12602,Fried Rice,2,226
25098,12602,Veg Biryani,1,176
25099,12603,Chicken Biryani,2,452
25100,12603,Masala Dosa,3,205
25101,12604,Burger,1,161
25102,12604,Dal Makhani,2,124
25103,12604,Hakka Noodles,2,451
25104,12605,Fried Rice,1,135
25105,12605,Pizza,3,205
25106,12605,Fried Rice,3,124
25107,12606,Pizza,3,136
25108,12606,Dal Makhani,3,359
25109,12606,Dal Makhani,2,417
25110,12607,Chicken Biryani,1,341
25111,12607,Paneer Butter Masala,2,420
25112,12607,Dal Makhani,2,180
25113,12608,Burger,2,455
25114,12608,Dal Makhani,3,401
25115,12608,Veg Biryani,1,452
25116,12609,Hakka Noodles,1,463
25117,12610,Butter Naan,3,152
25118,12610,Fried Rice,1,236
25119,12610,Hakka Noodles,2,196
25120,12611,Burger,2,358
25121,12611,Idli Sambar,2,385
25122,12611,Chicken Biryani,1,424
25123,12612,Dal Makhani,1,460
25124,12612,Tandoori Chicken,3,368
25125,12612,Masala Dosa,2,373
25126,12613,Chicken Biryani,1,446
25127,12614,Masala Dosa,1,218
25128,12615,Tandoori Chicken,1,325
25129,12615,Fried Rice,2,242
25130,12615,Idli Sambar,1,241
25131,12616,Veg Biryani,2,238
25132,12616,Paneer Butter Masala,3,431
25133,12617,Hakka Noodles,1,340
25134,12618,Hakka Noodles,1,396
25135,12618,Idli Sambar,3,179
25136,12618,Hakka Noodles,3,335
25137,12619,Masala Dosa,3,494
25138,12620,Idli Sambar,3,477
25139,12620,Paneer Butter Masala,3,184
25140,12620,Hakka Noodles,1,260
25141,12621,Paneer Butter Masala,1,136
25142,12621,Tandoori Chicken,1,241
25143,12622,Idli Sambar,3,191
25144,12622,Paneer Butter Masala,3,261
25145,12622,Paneer Butter Masala,2,232
25146,12623,Burger,2,155
25147,12623,Hakka Noodles,3,442
25148,12624,Idli Sambar,3,123
25149,12624,Chicken Biryani,2,235
25150,12625,Chicken Biryani,1,222
25151,12625,Idli Sambar,3,124
25152,12626,Paneer Butter Masala,3,433
25153,12626,Fried Rice,2,325
25154,12627,Veg Biryani,1,481
25155,12627,Masala Dosa,2,359
25156,12627,Chicken Biryani,2,415
25157,12628,Hakka Noodles,3,414
25158,12628,Burger,2,387
25159,12629,Pizza,2,171
25160,12629,Dal Makhani,2,311
25161,12629,Pizza,3,150
25162,12630,Hakka Noodles,1,245
25163,12631,Fried Rice,1,283
25164,12631,Chicken Biryani,2,241
25165,12631,Veg Biryani,1,385
25166,12632,Fried Rice,3,362
25167,12632,Pizza,1,337
25168,12633,Masala Dosa,1,229
25169,12634,Veg Biryani,3,428
25170,12635,Idli Sambar,1,469
25171,12635,Tandoori Chicken,3,153
25172,12635,Tandoori Chicken,2,388
25173,12636,Burger,2,344
25174,12636,Pizza,1,224
25175,12637,Paneer Butter Masala,3,388
25176,12637,Paneer Butter Masala,3,417
25177,12638,Burger,3,485
25178,12638,Chicken Biryani,3,140
25179,12639,Pizza,3,244
25180,12640,Butter Naan,2,321
25181,12640,Paneer Butter Masala,2,257
25182,12640,Dal Makhani,1,255
25183,12641,Masala Dosa,1,299
25184,12641,Fried Rice,3,159
25185,12641,Fried Rice,2,477
25186,12642,Butter Naan,2,246
25187,12643,Butter Naan,3,327
25188,12643,Idli Sambar,3,322
25189,12643,Idli Sambar,3,403
25190,12644,Tandoori Chicken,2,439
25191,12645,Hakka Noodles,1,160
