order_id,user_id,restaurant_id,order_date,amount,status
14592,7438,1627,2025-04-04,1777,Delivered
14593,25057,491,2025-12-24,537,Delivered
14594,36445,977,2025-03-06,716,Delivered
14595,39888,717,2025-04-14,1433,Delivered
14596,15937,1179,2025-12-20,465,Delivered
14597,3308,1555,2025-10-13,237,Delivered
14598,33659,1305,2025-03-08,272,Delivered
14599,26646,1969,2025-07-10,605,Delivered
14600,20153,1807,2025-06-25,1511,Delivered
14601,44517,380,2026-01-28,1499,Delivered
14602,32827,1704,2025-09-22,578,Cancelled
14603,17766,881,2025-04-17,665,Cancelled
14604,48921,215,2026-01-24,246,Delivered
14605,18486,475,2025-09-24,1239,Delivered
14606,42020,1089,2025-06-20,305,Delivered
14607,49639,211,2025-11-28,1474,Delivered
14608,34855,336,2025-05-07,1809,Delivered
14609,45669,334,2025-12-22,1969,Delivered
14610,38209,518,2025-07-14,1255,Delivered
14611,23442,487,2025-04-25,1222,Delivered
14612,14590,1035,2025-11-05,673,Cancelled
14613,48878,1793,2025-03-05,1059,Delivered
14614,35830,1582,2025-09-01,1099,Delivered
14615,31391,1588,2025-11-17,1863,Delivered
14616,29850,1108,2025-05-14,671,Delivered
14617,46545,1273,2026-01-14,1431,Delivered
14618,10761,1105,2025-11-12,229,Delivered
14619,1565,1188,2025-08-04,1130,Delivered
14620,25174,712,2025-10-22,292,Delivered
14621,38210,1247,2025-11-27,991,Delivered
14622,19400,1866,2025-09-21,302,Delivered
14623,34862,425,2025-09-05,357,Delivered
14624,19435,333,2025-11-26,1039,Cancelled
14625,22530,311,2025-07-02,1272,Delivered
14626,13042,1069,2026-02-07,227,Delivered
14627,9062,1770,2025-09-12,1390,Delivered
14628,39618,507,2025-11-01,1532,Delivered
14629,20049,608,2025-06-28,636,Delivered
14630,16514,1664,2025-12-08,996,Delivered
14631,12665,1583,2025-03-19,1080,Delivered
14632,39411,1530,2025-12-31,1296,Delivered
14633,42016,293,2025-11-05,314,Cancelled
14634,37057,1333,2025-11-28,1326,Delivered
14635,1837,875,2026-02-11,1830,Delivered
14636,46979,761,2025-12-04,1982,Cancelled
14637,2293,1588,2025-12-30,1944,Delivered
14638,40592,1338,2026-02-16,1415,Delivered
14639,7325,1396,2025-06-15,295,Delivered
14640,32687,1526,2025-05-19,1552,Delivered
14641,24948,697,2025-10-17,644,Delivered
14642,23306,1538,2025-06-11,762,Delivered
14643,16790,644,2025-10-29,1683,Cancelled
14644,34764,1206,2026-01-10,968,Delivered
14645,34857,1338,2026-02-09,393,Delivered
14646,19151,973,2025-04-23,1820,Cancelled
14647,28615,570,2025-06-30,599,Delivered
14648,83,257,2025-07-27,1205,Cancelled
14649,18272,854,2026-03-01,1470,Delivered
14650,29058,525,2025-05-22,1115,Delivered
14651,4895,1114,2025-08-09,1591,Cancelled
14652,29883,373,2025-03-15,1231,Delivered
14653,43448,1385,2026-01-24,1865,Cancelled
14654,3427,1011,2025-10-15,874,Delivered
14655,12581,397,2025-10-03,278,Delivered
14656,26514,1142,2025-05-17,1585,Delivered
14657,1421,192,2025-10-23,439,Delivered
14658,28087,1396,2025-12-17,1183,Delivered
14659,19525,1558,2025-07-25,1386,Delivered
14660,49344,908,2025-04-07,1154,Delivered
14661,37,1744,2025-08-16,1460,Delivered
14662,3099,582,2026-01-29,489,Cancelled
14663,21186,1561,2026-02-07,1887,Cancelled
14664,36553,319,2025-07-13,1992,Delivered
14665,40081,733,2025-06-29,607,Delivered
14666,43634,1050,2025-07-26,837,Delivered
14667,25054,284,2025-03-08,1989,Delivered
14668,21107,430,2025-09-18,1549,Delivered
14669,37177,62,2025-04-01,1616,Delivered
14670,45162,31,2026-01-22,1409,Cancelled
14671,32675,287,2025-03-27,784,Delivered
14672,13176,620,2026-03-01,1600,Cancelled
14673,48561,520,2025-06-04,739,Delivered
14674,42385,427,2025-05-21,1819,Delivered
14675,17797,190,2026-01-10,1006,Delivered
14676,44436,423,2025-07-29,759,Delivered
14677,6478,641,2025-05-15,1703,Delivered
14678,47887,1309,2025-08-12,1559,Delivered
14679,36798,780,2025-06-09,1528,Delivered
14680,47251,22,2025-04-18,1991,Cancelled
14681,47418,439,2025-10-28,532,Delivered
14682,6300,1656,2025-03-10,1590,Delivered
14683,14124,1001,2025-12-11,1904,Cancelled
14684,17582,113,2025-11-16,845,Delivered
14685,15831,1431,2025-07-30,1123,Delivered
14686,10552,1993,2026-01-19,590,Delivered
14687,30661,986,2026-01-31,1694,Cancelled
14688,19656,1378,2025-06-26,1560,Delivered
14689,42361,872,2025-06-29,1271,Cancelled
14690,32901,353,2026-02-09,1017,Delivered
14691,40003,1768,2025-12-21,1354,Delivered
14692,2144,1192,2025-06-18,1357,Delivered
14693,43059,821,2025-10-02,717,Delivered
14694,10363,1175,2025-03-18,1679,Delivered
14695,41245,933,2026-02-08,660,Cancelled
14696,22498,34,2026-01-24,1316,Delivered
14697,40931,181,2025-08-01,898,Delivered
14698,9002,839,2026-02-24,1721,Cancelled
14699,33568,640,2025-12-20,1999,Delivered
14700,22489,1234,2026-01-11,1079,Delivered
14701,37479,90,2025-06-13,1183,Delivered
14702,27674,1123,2025-08-25,1317,Delivered
14703,694,574,2026-02-22,1615,Delivered
14704,48389,157,2025-04-25,431,Cancelled
14705,20204,302,2026-02-23,1228,Cancelled
14706,39179,755,2025-06-29,727,Cancelled
14707,20514,35,2026-02-20,1879,Delivered
14708,8698,664,2025-08-08,1373,Delivered
14709,46335,770,2025-04-14,910,Delivered
14710,2130,1596,2025-03-23,492,Cancelled
14711,42072,1364,2025-08-21,1483,Delivered
14712,16123,376,2025-08-15,854,Cancelled
14713,15005,1158,2025-04-30,883,Delivered
14714,17042,958,2025-03-02,1805,Cancelled
14715,16677,19,2025-06-03,1101,Delivered
14716,418,1613,2025-06-07,1571,Delivered
14717,43684,1942,2025-05-04,1797,Delivered
14718,9911,760,2025-12-13,791,Delivered
14719,38097,783,2025-04-19,992,Delivered
14720,16005,841,2025-07-26,1021,Delivered
14721,48346,1484,2025-11-01,1755,Delivered
14722,15848,694,2025-04-22,1174,Cancelled
14723,49263,1635,2025-12-01,1426,Delivered
14724,5449,1860,2025-04-01,1519,Delivered
14725,9280,1296,2025-06-25,466,Cancelled
14726,6073,1582,2025-04-08,1325,Delivered
14727,2523,1564,2025-07-02,1045,Cancelled
14728,17553,781,2025-03-25,974,Delivered
14729,27559,565,2025-03-20,412,Delivered
14730,1965,1774,2025-03-08,426,Delivered
14731,972,384,2025-08-09,308,Delivered
14732,6524,340,2025-10-06,832,Delivered
14733,8482,147,2026-02-13,226,Delivered
14734,48457,1224,2025-10-24,890,Delivered
14735,558,1702,2026-02-09,876,Delivered
14736,30774,1471,2025-12-17,662,Delivered
14737,18641,486,2025-12-30,1531,Delivered
14738,47819,1987,2025-03-13,366,Delivered
14739,26842,225,2025-06-14,1861,Delivered
14740,10887,587,2025-08-24,347,Delivered
14741,48241,1873,2025-07-26,1186,Delivered
14742,7764,1609,2025-09-28,922,Delivered
14743,5694,1700,2025-11-06,557,Delivered
14744,21527,622,2025-07-06,1443,Delivered
14745,38606,418,2026-02-08,1530,Delivered
14746,18388,1371,2025-03-04,320,Delivered
14747,29896,355,2025-05-10,1885,Delivered
14748,24532,1449,2025-11-15,704,Delivered
14749,49617,1548,2025-10-17,1386,Delivered
14750,16603,798,2025-08-22,998,Delivered
14751,48755,525,2025-11-23,813,Delivered
14752,25022,1940,2025-10-23,694,Delivered
14753,33195,751,2025-09-29,1695,Cancelled
14754,27483,655,2025-07-06,718,Delivered
14755,17117,494,2025-12-20,1077,Delivered
14756,39390,973,2025-10-20,1084,Delivered
14757,2772,952,2025-11-12,1910,Delivered
14758,33270,950,2025-08-04,1718,Delivered
14759,25908,354,2025-11-17,1979,Delivered
14760,4632,1472,2025-09-17,507,Delivered
14761,3814,1156,2025-08-01,819,Delivered
14762,33538,1636,2025-03-15,1560,Delivered
14763,26157,1530,2025-09-14,1858,Delivered
14764,45412,712,2025-04-16,1033,Cancelled
14765,3823,1876,2025-05-16,1418,Delivered
14766,24271,1694,2025-07-16,895,Delivered
14767,20628,1146,2026-02-19,364,Delivered
14768,49759,570,2025-07-16,1889,Delivered
14769,30636,455,2025-06-14,876,Cancelled
14770,386,1329,2025-11-28,656,Delivered
14771,15535,156,2025-09-16,1230,Delivered
14772,43695,1809,2025-05-24,332,Delivered
14773,14316,1305,2025-12-29,897,Delivered
14774,43632,1203,2025-06-18,1398,Delivered
14775,19158,344,2025-08-07,541,Delivered
14776,23794,252,2025-07-17,982,Delivered
14777,3903,754,2025-09-23,1236,Delivered
14778,30209,862,2025-05-04,1526,Cancelled
14779,23624,1768,2025-07-03,1895,Delivered
14780,22388,1397,2025-04-22,311,Delivered
14781,42366,399,2025-09-05,994,Delivered
14782,56,114,2025-09-16,1253,Delivered
14783,16420,411,2025-07-30,1888,Delivered
14784,28115,363,2025-04-19,273,Delivered
14785,31630,1490,2025-10-10,713,Delivered
14786,20898,1829,2026-02-03,939,Cancelled
14787,800,890,2025-08-20,757,Delivered
14788,49206,570,2025-09-08,406,Delivered
14789,9118,1724,2025-08-10,1586,Delivered
14790,43042,854,2025-03-31,1791,Delivered
14791,11181,1348,2025-11-21,372,Delivered
14792,12667,812,2025-08-16,1393,Delivered
14793,29338,1862,2025-04-11,770,Cancelled
14794,14564,682,2025-05-20,1135,Cancelled
14795,40382,383,2025-08-10,266,Cancelled
14796,26224,266,2025-04-10,568,Cancelled
14797,11733,1292,2026-01-01,1038,Delivered
14798,44197,71,2025-09-06,1431,Delivered
14799,49042,1409,2025-09-11,1760,Cancelled
14800,21384,1250,2025-11-07,1424,Delivered
14801,14163,1061,2025-09-28,1354,Delivered
14802,41697,30,2025-08-15,857,Delivered
14803,23456,1231,2025-05-30,834,Cancelled
14804,42813,1436,2025-07-14,1622,Delivered
14805,10531,1555,2025-10-05,1246,Cancelled
14806,36236,1542,2026-01-09,244,Delivered
14807,47119,1647,2025-10-29,396,Delivered
14808,27349,1921,2025-03-11,654,Delivered
14809,11364,770,2025-09-16,686,Delivered
14810,15041,1304,2025-07-15,494,Delivered
14811,19195,1763,2025-08-21,1184,Delivered
14812,46355,1620,2025-12-23,1176,Delivered
14813,25812,1309,2025-11-12,1784,Delivered
14814,28852,54,2025-12-23,1974,Delivered
14815,36862,393,2025-05-08,716,Delivered
14816,857,1863,2025-06-02,1380,Delivered
14817,12020,1301,2025-11-30,384,Cancelled
14818,43490,1714,2025-07-28,526,Delivered
14819,1667,1188,2025-07-19,1388,Delivered
14820,9919,959,2025-11-11,487,Delivered
14821,25046,1291,2026-01-10,883,Delivered
14822,27522,1333,2025-10-31,399,Delivered
14823,40348,781,2025-05-03,1350,Delivered
14824,26457,1482,2025-09-15,279,Delivered
14825,26884,522,2025-11-06,515,Delivered
14826,4525,816,2025-11-10,1778,Delivered
14827,10537,743,2025-11-29,302,Cancelled
14828,20132,1097,2025-10-30,1499,Delivered
14829,11843,761,2025-06-24,1741,Delivered
14830,13900,443,2026-02-28,882,Cancelled
14831,26732,912,2025-06-24,446,Delivered
14832,4795,1087,2025-06-16,1061,Delivered
14833,17808,818,2025-10-20,1539,Delivered
14834,31673,229,2025-08-23,1834,Delivered
14835,24835,674,2025-09-07,389,Delivered
14836,37138,238,2025-08-18,1500,Delivered
14837,20058,625,2026-01-16,910,Cancelled
14838,6570,535,2025-04-06,1263,Cancelled
14839,39873,1853,2025-06-11,1586,Delivered
14840,30870,1724,2025-03-14,1391,Delivered
14841,39631,941,2025-09-22,1061,Delivered
14842,25435,866,2025-10-24,1411,Delivered
14843,48476,16,2025-04-13,612,Delivered
14844,43446,386,2025-03-01,790,Cancelled
14845,2057,1978,2026-01-30,1164,Delivered
14846,21072,1471,2026-01-06,1763,Delivered
14847,9550,385,2025-04-10,1408,Cancelled
14848,22493,326,2025-09-04,1388,Delivered
14849,40227,711,2025-03-07,809,Delivered
14850,31498,936,2025-10-30,1516,Delivered
14851,44167,1183,2025-05-18,1055,Delivered
14852,34224,1589,2025-11-15,626,Delivered
14853,38412,858,2025-06-11,1994,Delivered
14854,13204,1279,2025-05-05,761,Delivered
14855,23486,1284,2025-05-16,277,Delivered
14856,379,951,2025-11-25,632,Cancelled
14857,13757,473,2025-09-06,733,Delivered
14858,24018,523,2025-12-13,445,Delivered
14859,11225,797,2025-03-08,1798,Delivered
14860,39013,1237,2026-02-22,637,Delivered
14861,27839,1303,2025-07-10,1260,Delivered
14862,24689,1617,2025-05-05,415,Delivered
14863,47212,558,2026-01-30,1395,Cancelled
14864,49393,1818,2025-11-15,261,Delivered
14865,18556,859,2025-06-12,807,Delivered
14866,43799,260,2025-03-01,419,Cancelled
14867,14942,218,2025-09-05,402,Delivered
14868,37325,834,2025-10-23,1521,Delivered
14869,11021,56,2025-10-31,540,Delivered
14870,6039,1689,2025-09-16,347,Cancelled
14871,34092,556,2025-04-19,1019,Delivered
14872,19813,1045,2026-02-09,1856,Delivered
14873,41369,109,2025-08-12,1449,Delivered
14874,44218,1192,2025-08-10,914,Delivered
14875,16241,614,2025-06-07,1006,Delivered
14876,39454,1880,2025-03-18,970,Delivered
14877,46465,315,2026-01-11,1707,Cancelled
14878,877,460,2025-05-25,787,Delivered
14879,20127,51,2025-06-15,1177,Delivered
14880,10274,41,2026-02-03,376,Delivered
14881,26621,915,2025-03-31,878,Delivered
14882,8925,299,2025-11-12,1071,Cancelled
14883,39032,1144,2025-03-08,1823,Delivered
14884,18655,1415,2026-02-17,1362,Delivered
14885,3734,737,2026-02-20,1683,Delivered
14886,14136,8,2025-05-17,302,Cancelled
14887,11274,1536,2025-03-03,1395,Delivered
14888,12512,1336,2025-10-13,1645,Delivered
14889,42166,733,2025-04-06,1216,Delivered
14890,24727,1961,2025-03-10,670,Delivered
14891,14014,788,2025-07-25,1757,Cancelled
14892,40741,1801,2025-06-11,740,Delivered
14893,23774,1089,2026-01-14,1949,Cancelled
14894,2730,551,2025-03-06,901,Delivered
14895,5353,214,2025-03-14,642,Delivered
14896,24546,401,2025-12-06,1127,Delivered
14897,704,854,2025-09-20,1765,Delivered
14898,23920,422,2025-03-30,1593,Delivered
14899,2100,1681,2025-07-27,1077,Delivered
14900,1340,1254,2026-02-25,1303,Cancelled
14901,17123,1403,2025-04-01,525,Delivered
14902,3545,807,2025-07-18,863,Delivered
14903,19889,1013,2025-11-13,1814,Delivered
14904,11428,1274,2025-03-05,1274,Delivered
14905,10335,1334,2025-05-27,770,Delivered
14906,10410,474,2025-11-20,565,Delivered
14907,43184,922,2025-10-09,1816,Cancelled
14908,38361,1637,2025-12-22,1487,Delivered
14909,7168,344,2025-10-15,1524,Delivered
14910,13594,988,2026-02-04,1194,Delivered
14911,6572,1151,2025-07-22,1148,Delivered
14912,16260,1649,2025-05-28,1296,Delivered
14913,23482,960,2025-06-16,1602,Cancelled
14914,45043,1807,2025-04-15,1468,Cancelled
14915,20712,1702,2025-06-05,1056,Delivered
14916,3401,1247,2025-05-19,576,Cancelled
14917,4326,1527,2025-10-16,1151,Delivered
14918,45645,1474,2025-03-06,1140,Delivered
14919,35778,822,2025-07-01,642,Delivered
14920,2452,475,2025-03-04,1052,Delivered
14921,39677,1429,2025-08-05,727,Cancelled
14922,29085,395,2025-08-24,1918,Delivered
14923,48154,267,2025-11-08,1151,Delivered
14924,28310,1351,2025-12-07,824,Delivered
14925,29820,1015,2025-06-18,1780,Delivered
14926,38374,1172,2025-06-05,852,Delivered
14927,3915,1737,2025-09-18,816,Delivered
14928,18604,575,2025-08-06,469,Delivered
14929,19035,126,2025-06-16,973,Delivered
14930,19656,1169,2026-02-26,212,Delivered
14931,8313,1904,2025-10-17,1136,Delivered
14932,27735,1465,2025-04-07,1943,Delivered
14933,41367,1239,2025-04-23,948,Delivered
14934,11288,480,2025-08-23,1428,Delivered
14935,30269,1369,2025-07-03,1055,Delivered
14936,6189,513,2025-06-30,451,Delivered
14937,21559,748,2025-05-04,1289,Delivered
14938,1284,2,2025-12-29,1673,Delivered
14939,45009,145,2025-09-30,853,Cancelled
14940,39727,1330,2025-06-26,1630,Cancelled
14941,25830,1442,2025-03-20,1935,Delivered
14942,18148,1908,2025-11-09,581,Cancelled
14943,44525,664,2025-04-12,1787,Delivered
14944,37551,565,2025-08-19,934,Delivered
14945,31171,644,2025-12-04,969,Cancelled
14946,1488,1631,2025-10-31,827,Cancelled
14947,27974,1867,2025-07-30,1725,Delivered
14948,25887,1098,2025-11-07,1348,Delivered
14949,17283,419,2025-07-30,1069,Delivered
14950,8858,272,2025-04-09,1559,Cancelled
14951,48394,937,2025-11-12,1464,Delivered
14952,36810,1074,2025-07-26,1737,Delivered
14953,5084,620,2025-05-16,1532,Delivered
14954,22307,507,2025-10-03,1069,Cancelled
14955,15978,1461,2025-11-11,917,Delivered
14956,39357,56,2025-07-31,890,Delivered
14957,27756,1795,2025-12-30,601,Delivered
14958,30628,1450,2025-11-22,1331,Delivered
14959,25334,48,2025-05-08,931,Cancelled
14960,39566,616,2025-11-09,784,Delivered
14961,20663,742,2025-11-15,852,Delivered
14962,41010,1504,2025-07-04,304,Delivered
14963,31213,1573,2025-12-13,1668,Cancelled
14964,19435,87,2025-06-10,387,Delivered
14965,46026,1446,2026-02-15,431,Cancelled
14966,27697,968,2025-07-09,1662,Delivered
14967,15807,182,2025-12-04,839,Delivered
14968,6361,1651,2025-10-25,795,Delivered
14969,36337,1633,2025-09-18,243,Delivered
14970,32894,1550,2025-04-06,820,Delivered
14971,25012,510,2026-01-17,1038,Cancelled
14972,43993,1890,2025-06-29,624,Delivered
14973,15075,1509,2025-09-27,576,Cancelled
14974,40106,1501,2025-07-23,786,Delivered
14975,11611,1679,2025-11-24,694,Cancelled
14976,3293,736,2025-04-13,1004,Delivered
14977,528,559,2026-01-16,1159,Cancelled
14978,18091,1604,2025-11-14,583,Cancelled
14979,14802,703,2025-11-05,1359,Delivered
14980,13334,1633,2025-04-17,1712,Delivered
14981,39334,1030,2025-09-05,834,Cancelled
14982,24200,1881,2025-08-21,1613,Delivered
14983,2462,1081,2025-03-24,1088,Cancelled
14984,49225,52,2025-04-23,1060,Cancelled
14985,31917,885,2025-07-29,1670,Delivered
14986,9306,1259,2025-12-14,490,Delivered
14987,27191,278,2025-11-06,1213,Delivered
14988,41407,1413,2025-03-11,265,Cancelled
14989,25404,1853,2025-11-17,1259,Delivered
14990,46641,1257,2025-09-11,1320,Cancelled
14991,18731,1302,2025-03-16,740,Delivered
14992,6997,127,2025-09-25,924,Delivered
14993,37740,92,2026-02-26,659,Delivered
14994,17568,905,2025-12-24,541,Delivered
14995,6755,1539,2025-05-10,1254,Delivered
14996,4525,642,2025-04-26,980,Cancelled
14997,46100,1579,2025-07-06,1930,Delivered
14998,1643,366,2025-11-28,228,Delivered
14999,8814,553,2026-02-27,504,Delivered
15000,25007,1732,2025-12-17,462,Delivered
15001,241,701,2025-12-15,1325,Delivered
15002,18112,1779,2025-03-30,859,Cancelled
15003,22388,408,2025-11-30,1741,Delivered
15004,17794,321,2025-08-21,1150,Cancelled
15005,38042,430,2025-07-31,870,Delivered
15006,13746,1534,2025-04-03,1596,Delivered
15007,40654,1735,2026-01-24,377,Delivered
15008,9283,54,2025-12-12,1407,Delivered
15009,36126,1275,2025-05-10,985,Cancelled
15010,20543,620,2025-06-28,449,Delivered
15011,27849,53,2025-07-11,1102,Delivered
15012,47606,33,2026-01-16,1645,Delivered
15013,9562,349,2025-09-27,500,Cancelled
15014,7467,56,2026-02-02,528,Delivered
15015,16486,777,2025-11-05,251,Delivered
15016,21181,2,2025-04-02,351,Delivered
15017,2033,1818,2025-04-14,1521,Delivered
15018,33133,1112,2025-06-27,1092,Delivered
15019,48224,1272,2025-09-18,1190,Cancelled
15020,23942,1203,2026-02-08,1232,Delivered
15021,45780,1458,2025-12-24,589,Delivered
15022,2140,929,2025-09-04,587,Delivered
15023,37855,1263,2025-05-03,1032,Delivered
15024,8128,1280,2025-05-02,1531,Cancelled
15025,49779,1416,2025-08-21,1554,Delivered
15026,28628,1934,2025-03-26,1852,Delivered
15027,11757,625,2025-03-23,428,Delivered
15028,39642,1890,2026-02-10,899,Delivered
15029,8013,1630,2025-10-19,1093,Delivered
15030,43732,293,2026-01-08,1642,Delivered
15031,38341,77,2026-01-06,695,Delivered
15032,1640,1491,2025-04-10,1629,Delivered
15033,10199,757,2025-09-27,596,Delivered
15034,46961,1983,2025-05-19,410,Delivered
15035,2253,1909,2025-11-28,819,Delivered
15036,20490,1917,2025-06-04,1880,Delivered
15037,28386,66,2025-12-04,1002,Delivered
15038,7020,122,2025-11-17,1463,Cancelled
15039,25118,1632,2025-04-02,1893,Delivered
15040,37913,1437,2025-12-17,1567,Delivered
15041,28245,44,2025-04-23,425,Delivered
15042,46314,185,2025-12-25,631,Cancelled
15043,27767,901,2025-04-16,1824,Delivered
15044,41288,521,2026-01-10,1648,Delivered
15045,15698,927,2025-03-01,838,Delivered
15046,42219,519,2025-12-31,1116,Delivered
15047,38738,321,2025-07-09,1401,Delivered
15048,46150,426,2025-07-30,1835,Delivered
15049,38096,287,2025-08-26,400,Delivered
15050,8552,550,2026-01-29,1319,Delivered
15051,19501,987,2025-04-23,533,Delivered
15052,16709,274,2025-12-12,1100,Cancelled
15053,2295,783,2025-04-30,1727,Delivered
15054,580,1906,2025-11-02,662,Delivered
15055,9333,1279,2026-02-25,1934,Cancelled
15056,24710,1501,2025-04-16,1179,Delivered
15057,15969,310,2025-10-01,1717,Delivered
15058,41124,1013,2025-11-27,343,Delivered
15059,31727,1242,2025-07-18,273,Cancelled
15060,29424,1482,2025-05-29,1865,Delivered
15061,47034,1602,2025-03-12,1523,Cancelled
15062,17939,315,2026-02-03,634,Delivered
15063,14061,1163,2025-06-17,1400,Delivered
15064,44658,1646,2025-09-16,1995,Delivered
15065,17752,1287,2025-11-22,1761,Delivered
15066,34826,1905,2025-04-24,1220,Delivered
15067,3485,1180,2025-08-11,316,Cancelled
15068,8057,669,2025-05-28,1382,Delivered
15069,40841,953,2025-05-02,1145,Delivered
15070,20566,642,2026-02-27,1122,Delivered
15071,26679,1880,2025-09-06,248,Delivered
15072,14439,1744,2025-03-23,1978,Delivered
15073,8744,572,2025-05-08,388,Delivered
15074,29420,160,2025-10-15,1103,Delivered
15075,21120,1708,2025-03-08,1405,Delivered
15076,28211,1987,2025-09-06,1088,Cancelled
15077,2331,226,2025-04-25,1891,Cancelled
15078,40930,173,2025-09-24,1820,Delivered
15079,12978,1806,2025-10-25,583,Delivered
15080,17732,97,2025-03-11,910,Delivered
15081,3877,1399,2025-03-21,518,Delivered
15082,37875,665,2026-02-21,1416,Delivered
15083,475,432,2025-05-08,893,Delivered
15084,8908,1294,2025-03-30,1351,Delivered
15085,3050,812,2025-12-05,688,Delivered
15086,4148,724,2025-03-28,884,Delivered
15087,39576,830,2026-01-27,907,Delivered
15088,32830,823,2025-09-09,215,Delivered
15089,8010,357,2025-08-12,211,Cancelled
15090,35358,1389,2025-08-21,1326,Delivered
15091,17804,1716,2025-04-01,1170,Delivered
15092,46053,1280,2025-04-01,1176,Delivered
15093,9297,108,2025-12-08,1516,Delivered
15094,47106,499,2025-09-11,678,Delivered
15095,957,742,2026-02-08,1168,Delivered
15096,35655,235,2025-03-07,1392,Delivered
15097,48336,289,2025-03-07,1131,Cancelled
15098,28004,131,2025-11-30,1572,Delivered
15099,45638,265,2025-10-24,1641,Delivered
15100,5941,148,2025-03-02,780,Delivered
15101,43764,318,2026-02-12,890,Cancelled
15102,14198,175,2025-08-31,435,Delivered
15103,3908,805,2025-10-02,1556,Delivered
15104,16601,303,2025-08-27,1357,Delivered
15105,8508,736,2025-08-18,1104,Cancelled
15106,26514,612,2025-05-26,1855,Delivered
15107,3696,218,2025-03-31,1086,Delivered
15108,19939,647,2025-05-21,1332,Delivered
15109,18475,1203,2025-03-26,1097,Cancelled
15110,33828,1135,2025-10-19,313,Cancelled
15111,37007,1726,2025-10-27,1694,Delivered
15112,28878,72,2025-03-30,588,Cancelled
15113,43796,4,2025-08-28,571,Delivered
15114,4930,806,2025-11-12,1090,Delivered
15115,109,3,2026-01-03,1715,Delivered
15116,30173,903,2025-07-24,675,Delivered
15117,43007,1888,2025-10-26,1680,Delivered
15118,1293,255,2025-03-13,895,Delivered
15119,30281,690,2026-01-21,618,Delivered
15120,32025,71,2025-07-27,964,Cancelled
15121,36019,1641,2026-02-11,678,Delivered
15122,24058,222,2025-10-11,446,Cancelled
15123,25415,90,2025-11-07,702,Delivered
15124,49893,311,2025-09-06,659,Cancelled
15125,31295,300,2025-08-26,713,Cancelled
15126,18840,980,2026-01-04,1266,Delivered
15127,21193,856,2025-03-17,1193,Delivered
15128,38445,732,2025-11-04,1365,Cancelled
15129,49648,381,2025-09-10,1083,Delivered
15130,48508,700,2025-12-16,1761,Cancelled
15131,41520,1620,2025-06-26,1421,Delivered
15132,48550,1237,2025-06-07,942,Delivered
15133,21496,669,2026-01-22,1117,Delivered
15134,36086,162,2026-02-19,221,Delivered
15135,3904,418,2026-03-01,1455,Delivered
15136,15585,160,2025-03-20,1592,Delivered
15137,36544,1782,2026-01-20,1390,Cancelled
15138,5284,769,2026-02-27,629,Delivered
15139,24930,752,2025-08-05,1483,Delivered
15140,3923,1576,2026-02-27,983,Delivered
15141,12598,1735,2025-04-08,1574,Cancelled
15142,13326,227,2025-09-20,1854,Delivered
15143,37071,1863,2026-01-30,1723,Delivered
15144,9974,1659,2025-06-29,1080,Delivered
15145,13391,1756,2026-01-26,1019,Delivered
15146,6694,990,2025-06-23,201,Delivered
15147,39985,1584,2025-10-06,713,Delivered
15148,15638,459,2025-09-29,1504,Delivered
15149,12980,1663,2025-09-20,807,Delivered
15150,28859,337,2025-05-16,1256,Delivered
15151,18675,1337,2025-03-18,1808,Delivered
15152,44956,1086,2025-07-13,1660,Delivered
15153,39579,1424,2025-07-03,1227,Delivered
15154,1726,1910,2025-09-20,1679,Delivered
15155,44879,1753,2025-07-15,543,Delivered
15156,37226,586,2025-11-17,838,Delivered
15157,45070,645,2025-12-22,377,Delivered
15158,13739,1211,2026-02-15,1353,Delivered
15159,14512,1241,2025-08-24,1767,Delivered
15160,30166,1179,2025-08-13,1091,Delivered
15161,45151,892,2025-03-27,474,Cancelled
15162,19959,1976,2025-06-07,1770,Delivered
15163,17902,1307,2025-12-15,248,Cancelled
15164,22584,507,2025-05-17,315,Delivered
15165,49168,786,2025-12-31,1279,Cancelled
15166,5122,700,2025-12-25,1518,Delivered
15167,16955,259,2026-01-08,1212,Cancelled
15168,8966,376,2025-03-18,1909,Delivered
15169,34984,25,2025-12-01,503,Cancelled
15170,9437,1581,2026-01-20,1375,Cancelled
15171,32661,1000,2025-03-09,1115,Delivered
15172,38426,958,2026-01-30,547,Delivered
15173,29872,724,2026-02-17,801,Delivered
15174,25921,1839,2025-07-19,856,Cancelled
15175,25014,734,2025-08-05,1553,Delivered
15176,35888,1037,2025-06-04,1739,Delivered
15177,32918,605,2025-05-04,1179,Cancelled
15178,8530,667,2025-06-08,1885,Delivered
15179,4914,979,2026-02-26,952,Delivered
15180,43513,1941,2025-04-14,311,Delivered
15181,20170,1318,2025-11-20,1599,Cancelled
15182,43805,1210,2026-01-09,350,Cancelled
15183,33923,1947,2025-03-20,1949,Delivered
15184,42382,1173,2025-09-21,1295,Delivered
15185,34396,1618,2025-04-20,1704,Delivered
15186,34995,575,2025-05-11,502,Cancelled
15187,49134,5,2025-09-25,633,Delivered
15188,30351,1365,2025-04-05,1091,Delivered
15189,40855,792,2025-05-09,635,Delivered
15190,37448,1305,2025-09-21,426,Delivered
15191,12719,853,2025-11-16,872,Delivered
15192,7676,361,2025-07-31,1280,Delivered
15193,47035,853,2026-02-14,1868,Delivered
